ts,event,payload_len,payload_hex
1788592859.416737,34680,12,00 00 96 43 FC 14 9C 42 A2 9B 90 41
1788592859.427261,34680,12,67 BC 99 43 87 80 9F 42 5D 06 9F 41
1788592859.437806,34680,12,54 63 9D 43 2D 3B 9A 42 C6 AE B3 41
1788592859.448188,34680,12,C8 DF A0 43 35 3C 96 42 10 EF C2 41
1788592859.458917,34680,12,B6 1D A4 43 E6 10 91 42 35 C9 C6 41
1788592859.469428,34680,12,7D 0A A7 43 90 90 81 42 96 7B B0 41
1788592859.479921,34680,12,4B 95 A9 43 C3 B4 7D 42 40 7C CC 41
1788592859.490527,34680,12,82 AF AB 43 02 B8 5C 42 5E BA CA 41
1788592859.501336,34680,12,0D 4D AD 43 DB 87 4F 42 19 C6 E2 41
1788592859.511932,34680,12,A1 64 AE 43 2A E0 21 42 33 D7 00 42
1788592859.522506,34680,12,F8 EF AE 43 F2 B3 17 42 53 AA 02 42
1788592859.533213,34680,12,F0 EB AE 43 4C 6D F9 41 DA 53 F2 41
1788592859.544566,34680,12,A0 58 AE 43 74 FB D6 41 65 12 F7 41
1788592859.558474,34680,12,58 39 AD 43 D1 71 D2 41 D8 66 E5 41
1788592859.569008,34680,12,8A 94 AB 43 D5 B6 A3 41 37 FD FA 41
1788592859.579491,34680,12,AB 73 A9 43 BA AD 9A 41 AE 0A 0D 42
1788592859.590164,34680,12,F7 E2 A6 43 06 2B 89 41 60 27 13 42
1788592859.600802,34680,12,2D F1 A3 43 9C CB 9F 41 AD 25 14 42
1788592859.611323,34680,12,3B AF A0 43 36 02 BA 41 8D DF 21 42
1788592859.622813,34680,12,DC 2F 9D 43 35 92 C4 41 94 88 1C 42
1788592859.633541,34680,12,2B 87 99 43 2B C3 F4 41 29 C5 20 42
1788592859.643903,34680,12,31 CA 95 43 35 F9 0D 42 97 9C 1B 42
1788592859.654490,34680,12,6D 0E 92 43 97 56 1D 42 60 CB 1B 42
1788592859.664901,34680,12,56 69 8E 43 10 ED 3F 42 72 CB 12 42
1788592859.675268,34680,12,DE EF 8A 43 D2 70 48 42 72 69 35 42
1788592859.685733,34680,12,02 B6 87 43 03 49 72 42 74 1B 35 42
1788592859.696988,34680,12,4C CE 84 43 6D 16 78 42 C6 A5 32 42
1788592859.707606,34680,12,70 49 82 43 D4 6D 85 42 FD 8A 44 42
