ts,event,payload_len,payload_hex
1788593225.601650,34680,12,00 00 EE 42 A4 70 2B 42 48 A1 AF 42
1788593225.612027,34680,12,99 99 D2 42 F6 28 14 42 0E ED B9 42
1788593225.622314,34680,12,00 00 F2 42 0A D7 EB 41 4C B7 76 42
1788593225.632652,34680,12,00 00 96 42 7B 14 AA 41 E1 7A D3 41
1788593225.643040,34680,12,34 33 A5 42 66 66 2C 42 64 BB 39 42
1788593225.653574,34680,12,33 33 85 42 B8 1E 4B 42 5A E4 29 42
1788593225.664125,34680,12,CD CC 93 42 5C 8F 46 42 52 B8 A6 42
1788593225.674649,34680,12,CD CC 78 42 E1 7A A0 41 42 60 A2 41
1788593225.685172,34680,12,CD CC C1 42 70 3D 06 42 FE D4 FF 41
1788593225.695669,34680,12,CC CC DA 42 48 E1 6E 42 1C 9A 9E 42
1788593225.706091,34680,12,00 00 D3 42 14 AE 61 42 0C 82 77 42
1788593225.716723,34680,12,33 33 F8 42 29 5C AF 41 D7 23 25 42
1788593225.727213,34680,12,34 B3 0A 43 00 00 7E 42 23 9B D9 42
1788593225.737768,34680,12,33 33 79 42 5C 8F 4C 42 CA A1 43 42
1788593225.749390,34680,12,CD CC 02 43 7B 14 9B 42 8F 42 7C 42
1788593225.759782,34680,12,CD CC 84 42 1E 85 53 42 CD 8C B7 42
1788593225.770881,34680,12,00 00 8F 42 D7 A3 8D 42 EE BC B8 42
1788593225.781229,34680,12,9A 99 06 43 5C 8F E6 41 1F 45 D3 42
1788593225.791593,34680,12,9A 99 BC 42 29 5C 5D 42 CB 21 CD 42
1788593225.801910,34680,12,66 66 70 42 66 66 EA 41 00 00 A0 41
1788593225.812387,34680,12,33 33 F8 42 52 B8 5A 42 06 81 A9 41
1788593225.822803,34680,12,CD CC E9 42 D7 A3 81 42 40 B5 00 42
1788593225.833133,34680,12,00 00 C8 42 99 99 5D 42 E4 E5 A8 42
1788593225.843533,34680,12,CD CC A0 42 A4 70 7F 42 70 BD A4 42
1788593225.854089,34680,12,CD CC C8 42 7B 14 9E 42 8A 81 E3 42
1788593225.864420,34680,12,00 00 85 42 F6 28 08 42 90 C2 A2 42
1788593225.874880,34680,12,34 33 BD 42 CD CC BC 41 C6 4B 95 42
1788593225.892330,34680,12,CD CC 11 43 D7 A3 26 42 08 AC 3F 42
1788593225.902710,34680,12,00 00 4C 42 EC 51 9E 42 08 6C B0 42
1788593225.913047,34680,12,33 33 14 43 9A 99 15 42 C5 60 DC 42
1788593225.923438,34680,12,66 E6 0C 43 F6 28 56 42 23 9B D9 42
1788593225.933822,34680,12,00 00 EF 42 85 EB 92 42 4C 37 9D 42
1788593225.944204,34680,12,33 33 A1 42 5C 8F F2 41 1B EF CC 42
1788593225.954697,34680,12,CD CC 60 42 90 C2 93 42 66 E6 3C 42
1788593225.965218,34680,12,00 00 B2 42 86 EB 43 42 50 8D A3 42
1788593225.975721,34680,12,00 80 11 43 B8 1E E5 41 04 D6 C2 42
1788593225.986405,34680,12,00 00 A6 42 7B 14 89 42 56 8E 23 42
1788593225.997231,34680,12,66 66 06 43 EB 51 70 42 AE 07 88 42
1788593226.007621,34680,12,66 66 92 42 71 3D 8B 42 94 18 51 42
1788593226.029962,34680,12,34 33 A5 42 1E 85 8A 42 9C 84 CE 42
1788593226.041005,34680,12,33 33 EF 42 33 33 92 42 DD 64 9F 42
1788593226.058865,34680,12,CD CC C8 42 9A 99 15 42 9A 19 29 42
1788593226.069579,34680,12,9A 99 A3 42 33 33 5B 42 F2 52 4E 42
1788593226.080103,34680,12,66 66 48 42 E1 7A 42 42 3A 34 5A 42
1788593226.091223,34680,12,00 00 EE 42 7B 14 46 42 E4 A5 C1 42
1788593226.101613,34680,12,00 00 93 42 9A 99 97 42 06 01 0B 42
1788593226.112034,34680,12,33 33 03 43 52 B8 88 42 1F 05 31 42
1788593226.122473,34680,12,CD CC BD 42 70 3D FA 41 60 A5 D5 42
1788593226.133594,34680,12,9A 99 C3 42 AE 47 17 42 A8 C6 DD 41
1788593226.143974,34680,12,9A 99 8A 42 0A D7 C7 41 B0 32 8B 42
1788593226.154411,34680,12,CD CC 74 42 29 5C EB 41 31 08 1C 42
1788593226.164942,34680,12,66 66 6E 42 1F 85 C3 41 5C 8F CB 41
1788593226.175342,34680,12,66 66 A5 42 C2 F5 24 42 60 E5 64 42
1788593226.185775,34680,12,9A 99 F9 42 48 E1 D2 41 E8 FB C7 42
1788593226.196194,34680,12,CD CC 15 43 9A 99 B5 41 91 6D 7F 42
1788593226.206590,34680,12,00 80 03 43 1E 85 99 42 2F DD D3 42
1788593226.216995,34680,12,CD CC C3 42 9A 99 21 42 31 48 BE 42
1788593226.227767,34680,12,9A 99 65 42 5C 8F 34 42 98 6E 57 42
1788593226.238472,34680,12,66 66 08 43 CC CC 83 42 06 01 0B 42
1788593226.249446,34680,12,33 33 B3 42 CD CC 52 42 C1 4A 65 42
1788593226.259861,34680,12,66 66 DE 42 CC CC 3A 42 15 6E C3 42
1788593226.270472,34680,12,34 33 E5 42 00 00 8E 42 64 BB 39 42
1788593226.281001,34680,12,9A 99 71 42 B9 1E 75 42 C5 A0 6B 42
1788593226.291417,34680,12,00 00 EB 42 3D 0A 65 42 76 FE C6 42
1788593226.301903,34680,12,66 66 10 43 EC 51 8F 42 A3 30 DB 42
1788593226.312415,34680,12,34 33 0C 43 B8 1E 8E 42 CB 61 B4 42
1788593226.322932,34680,12,9A 19 08 43 E1 7A 60 42 B4 C8 F0 41
1788593226.335010,34680,12,00 00 E4 42 0A D7 57 42 BA 49 E5 42
1788593226.345858,34680,12,CC 4C 15 43 90 C2 F9 41 0E AD 7A 42
1788593226.356689,34680,12,00 00 08 43 5C 8F F2 41 08 6C B0 42
1788593226.367222,34680,12,9A 99 51 42 F6 28 62 42 3B DF 83 42
1788593226.377540,34680,12,9A 99 4B 42 F6 28 90 42 95 C3 DD 42
1788593226.388097,34680,12,CD CC 96 42 48 E1 0E 42 56 8E 23 42
1788593226.398469,34680,12,00 00 86 42 AE 47 81 42 EE 3C EA 42
1788593226.409048,34680,12,CD CC 81 42 8F C2 5F 42 64 3B 6B 42
1788593226.419433,34680,12,00 00 14 43 1E 85 99 42 27 B1 3D 42
1788593226.429780,34680,12,00 00 9D 42 F5 28 50 42 02 EB A6 42
1788593226.441212,34680,12,33 33 FC 42 90 C2 8D 42 F2 12 BF 42
1788593226.451538,34680,12,33 33 5F 42 14 AE 8F 42 1C 5A 5F 42
1788593226.461940,34680,12,9A 99 A1 42 A4 70 9B 42 04 D6 6A 42
1788593226.472762,34680,12,CC CC 14 43 29 5C F7 41 B0 B2 BC 42
1788593226.483160,34680,12,33 B3 01 43 CD CC 22 42 B4 88 91 42
1788593226.493838,34680,12,9A 99 D6 42 CC CC 1C 42 58 39 58 42
1788593226.504346,34680,12,99 99 DF 42 F6 28 56 42 9E EF CD 41
1788593226.514788,34680,12,00 00 4C 42 14 AE EF 41 56 0E C2 41
1788593226.525090,34680,12,00 80 0F 43 9A 99 3F 42 BC F4 5E 42
1788593226.535428,34680,12,00 00 5C 42 33 33 8C 42 27 31 C7 42
1788593226.545867,34680,12,00 00 D7 42 66 66 14 42 3E 8A B8 42
1788593226.556374,34680,12,33 B3 14 43 5C 8F 58 42 E5 D0 6C 42
1788593226.566664,34680,12,66 66 F8 42 33 33 01 42 00 00 A0 41
1788593226.577049,34680,12,66 66 6C 42 5C 8F 7C 42 4E 62 B5 41
1788593226.587589,34680,12,66 66 7A 42 E2 7A 5A 42 9E EF B8 42
1788593226.598180,34680,12,9A 19 02 43 5C 8F 16 42 12 83 BC 41
1788593226.609732,34680,12,CD CC 03 43 90 C2 41 42 23 DB 05 42
1788593226.625449,34680,12,66 66 6E 42 5C 8F 0A 42 8F 42 D4 42
1788593226.635760,34680,12,9A 99 0A 43 7B 14 64 42 94 18 A9 42
1788593226.646405,34680,12,00 00 68 42 70 3D 82 42 D1 E2 BD 42
1788593226.656710,34680,12,CC CC 14 43 A4 70 DD 41 E8 7B 3E 42
1788593226.667177,34680,12,66 66 A9 42 48 E1 38 42 C0 4A 02 42
1788593226.677550,34680,12,66 66 CF 42 3D 0A 65 42 67 A6 AD 42
1788593226.687893,34680,12,33 33 5D 42 14 AE CB 41 24 86 3A 42
1788593226.698332,34680,12,CD CC A2 42 29 5C 97 42 52 78 BF 42
1788593226.708797,34680,12,9A 99 ED 42 3E 0A 93 42 17 59 DF 42
1788593226.719162,34680,12,9A 99 0F 43 F6 28 96 42 8D 17 79 42
1788593226.729828,34680,12,00 00 A1 42 8F C2 6B 42 DC 79 83 42
1788593226.740169,34680,12,9A 19 04 43 7B 14 34 42 1D 5A CC 41
1788593226.750507,34680,12,33 B3 0D 43 D7 A3 90 42 91 AD BE 42
1788593226.760899,34680,12,9A 99 0C 43 B8 1E 21 42 3A B4 28 42
1788593226.771407,34680,12,9A 99 E5 42 0A D7 51 42 4E 22 B9 42
1788593226.781711,34680,12,CD 4C 05 43 5C 8F 89 42 E8 BB E0 42
1788593226.793045,34680,12,9A 99 00 43 EC 51 86 42 B0 B2 BC 42
1788593226.803495,34680,12,34 33 B0 42 70 3D 5A 42 0C 42 85 42
1788593226.813897,34680,12,CD 4C 09 43 52 B8 06 42 A4 70 D7 41
1788593226.824196,34680,12,66 E6 00 43 C2 F5 78 42 04 56 91 42
1788593226.834724,34680,12,CD CC E1 42 C2 F5 D0 41 C5 A0 C3 42
1788593226.845204,34680,12,33 33 51 42 A4 70 D1 41 E9 E6 E3 42
1788593226.855604,34680,12,CD CC BC 42 EB 51 64 42 8F 82 BB 42
1788593226.865996,34680,12,00 00 83 42 1E 85 41 42 18 04 C6 41
1788593226.876455,34680,12,33 B3 0D 43 7B 14 AA 41 6F 92 A1 42
1788593226.886764,34680,12,9A 99 AD 42 99 99 69 42 3E 0A FF 41
1788593226.897137,34680,12,33 33 98 42 00 00 7E 42 81 55 A5 42
1788593226.907510,34680,12,66 66 98 42 EC 51 34 42 EE FC 47 42
1788593226.917976,34680,12,CD CC 62 42 70 3D 06 42 E1 FA 34 42
1788593226.928478,34680,12,9A 19 12 43 66 66 D2 41 81 D5 D6 42
1788593226.938806,34680,12,33 33 E2 42 AE 47 59 42 FA FE 5A 42
1788593226.949157,34680,12,67 66 FC 42 AE 47 53 42 95 C3 DD 42
1788593226.959810,34680,12,33 33 63 42 1F 85 84 42 0A 57 11 42
1788593226.970408,34680,12,66 66 6C 42 34 33 1F 42 73 E8 A7 42
1788593226.980721,34680,12,00 80 0A 43 0A D7 3F 42 31 88 4D 42
1788593226.991041,34680,12,CD CC F6 42 EC 51 9B 42 58 79 97 42
1788593227.001572,34680,12,66 66 70 42 AE 47 47 42 DD A4 86 42
1788593227.012008,34680,12,66 66 10 43 EC 51 58 42 8A 81 E3 42
1788593227.022370,34680,12,9A 99 0F 43 70 3D 82 42 50 8D 4B 42
1788593227.032833,34680,12,CC CC A6 42 9A 99 3F 42 1F 85 CF 41
1788593227.043185,34680,12,9A 99 7D 42 14 AE B3 41 E6 50 93 42
1788593227.053514,34680,12,9A 99 13 43 1F 85 E7 41 83 00 DA 42
1788593227.064099,34680,12,34 33 CC 42 52 B8 12 42 EE 3C EA 42
1788593227.074435,34680,12,66 66 9E 42 85 EB 92 42 3E CA 9F 42
1788593227.084744,34680,12,00 80 08 43 00 00 91 42 CD 0C E9 42
1788593227.095180,34680,12,00 00 D5 42 48 E1 68 42 25 06 C4 42
1788593227.105466,34680,12,66 66 10 43 66 66 9C 42 DF CF 31 42
1788593227.115797,34680,12,00 80 0B 43 3E 0A DB 41 8A C1 CA 42
1788593227.126199,34680,12,00 00 D3 42 C2 F5 C4 41 4C F7 B5 42
1788593227.136608,34680,12,00 00 03 43 33 33 13 42 62 90 36 42
1788593227.146944,34680,12,33 33 5B 42 5C 8F 04 42 C0 4A 02 42
1788593227.157454,34680,12,66 66 4C 42 C2 F5 C4 41 3E 0A 2F 42
1788593227.167931,34680,12,CC 4C 15 43 85 EB 79 42 BE 9F 30 42
1788593227.178384,34680,12,66 66 14 43 9A 99 39 42 29 5C 72 42
1788593227.189545,34680,12,9A 99 9D 42 D7 A3 A8 41 3B 1F CE 42
1788593227.200356,34680,12,CD CC A8 42 0A D7 AF 41 B2 1D 4F 42
1788593227.210907,34680,12,00 00 FE 42 00 00 AC 41 F2 D2 1C 42
1788593227.221574,34680,12,9A 99 BC 42 29 5C 82 42 21 B0 65 42
1788593227.232059,34680,12,33 33 F3 42 29 5C 1B 42 A0 9A 8A 42
1788593227.242638,34680,12,CD CC 98 42 CD CC E0 41 0E AD D2 42
1788593227.253188,34680,12,CC CC CD 42 E1 7A 06 42 BC 74 2D 42
1788593227.263750,34680,12,66 66 DF 42 7B 14 98 42 21 B0 BD 42
1788593227.274414,34680,12,66 66 BD 42 00 00 9D 42 0C 02 B3 41
1788593227.284993,34680,12,33 33 A2 42 70 3D D6 41 C2 F5 36 42
1788593227.295795,34680,12,CD CC F1 42 7B 14 8F 42 95 43 AC 42
1788593227.306462,34680,12,33 33 A2 42 48 E1 D2 41 A6 DB AC 42
1788593227.317020,34680,12,00 00 A7 42 CD CC 10 42 00 C0 A3 42
1788593227.327540,34680,12,CD CC AA 42 A4 70 95 42 8F 42 D4 42
1788593227.338024,34680,12,00 00 B8 42 52 B8 A6 41 CD 4C D0 42
1788593227.348498,34680,12,66 66 10 43 33 33 73 42 1F C5 A1 42
1788593227.359044,34680,12,9A 99 83 42 33 33 43 42 B0 72 7D 42
1788593227.369534,34680,12,66 66 DA 42 F6 28 D8 41 7D BF B7 42
1788593227.380121,34680,12,99 99 DF 42 71 3D 6C 42 C5 20 3A 42
1788593227.390603,34680,12,00 00 B0 42 5C 8F 89 42 F2 12 BF 42
