ts,event,payload_len,payload_hex
1788592981.472242,34680,12,00 00 EE 42 A4 70 2B 42 48 A1 AF 42
1788592981.482824,34680,12,99 99 D2 42 F6 28 14 42 0E ED B9 42
1788592981.493147,34680,12,00 00 F2 42 0A D7 EB 41 4C B7 76 42
1788592981.504001,34680,12,00 00 96 42 7B 14 AA 41 E1 7A D3 41
1788592981.514724,34680,12,34 33 A5 42 66 66 2C 42 64 BB 39 42
1788592981.525211,34680,12,33 33 85 42 B8 1E 4B 42 5A E4 29 42
1788592981.536282,34680,12,CD CC 93 42 5C 8F 46 42 52 B8 A6 42
1788592981.546703,34680,12,CD CC 78 42 E1 7A A0 41 42 60 A2 41
1788592981.557221,34680,12,CD CC C1 42 70 3D 06 42 FE D4 FF 41
1788592981.567592,34680,12,CC CC DA 42 48 E1 6E 42 1C 9A 9E 42
1788592981.577947,34680,12,00 00 D3 42 14 AE 61 42 0C 82 77 42
1788592981.588412,34680,12,33 33 F8 42 29 5C AF 41 D7 23 25 42
1788592981.598763,34680,12,34 B3 0A 43 00 00 7E 42 23 9B D9 42
1788592981.609123,34680,12,33 33 79 42 5C 8F 4C 42 CA A1 43 42
1788592981.619630,34680,12,CD CC 02 43 7B 14 9B 42 8F 42 7C 42
1788592981.630049,34680,12,CD CC 84 42 1E 85 53 42 CD 8C B7 42
1788592981.640369,34680,12,00 00 8F 42 D7 A3 8D 42 EE BC B8 42
1788592981.650877,34680,12,9A 99 06 43 5C 8F E6 41 1F 45 D3 42
1788592981.661344,34680,12,9A 99 BC 42 29 5C 5D 42 CB 21 CD 42
1788592981.671969,34680,12,66 66 70 42 66 66 EA 41 00 00 A0 41
1788592981.682420,34680,12,33 33 F8 42 52 B8 5A 42 06 81 A9 41
1788592981.692849,34680,12,CD CC E9 42 D7 A3 81 42 40 B5 00 42
1788592981.703290,34680,12,00 00 C8 42 99 99 5D 42 E4 E5 A8 42
1788592981.714005,34680,12,CD CC A0 42 A4 70 7F 42 70 BD A4 42
1788592981.724757,34680,12,CD CC C8 42 7B 14 9E 42 8A 81 E3 42
1788592981.735134,34680,12,00 00 85 42 F6 28 08 42 90 C2 A2 42
1788592981.745665,34680,12,34 33 BD 42 CD CC BC 41 C6 4B 95 42
1788592981.756159,34680,12,CD CC 11 43 D7 A3 26 42 08 AC 3F 42
1788592981.766779,34680,12,00 00 4C 42 EC 51 9E 42 08 6C B0 42
1788592981.778452,34680,12,33 33 14 43 9A 99 15 42 C5 60 DC 42
1788592981.788819,34680,12,66 E6 0C 43 F6 28 56 42 23 9B D9 42
1788592981.799163,34680,12,00 00 EF 42 85 EB 92 42 4C 37 9D 42
1788592981.809669,34680,12,33 33 A1 42 5C 8F F2 41 1B EF CC 42
1788592981.820148,34680,12,CD CC 60 42 90 C2 93 42 66 E6 3C 42
1788592981.833539,34680,12,00 00 B2 42 86 EB 43 42 50 8D A3 42
1788592981.843963,34680,12,00 80 11 43 B8 1E E5 41 04 D6 C2 42
1788592981.856793,34680,12,00 00 A6 42 7B 14 89 42 56 8E 23 42
1788592981.867156,34680,12,66 66 06 43 EB 51 70 42 AE 07 88 42
1788592981.877726,34680,12,66 66 92 42 71 3D 8B 42 94 18 51 42
1788592981.888146,34680,12,34 33 A5 42 1E 85 8A 42 9C 84 CE 42
1788592981.899523,34680,12,33 33 EF 42 33 33 92 42 DD 64 9F 42
1788592981.910276,34680,12,CD CC C8 42 9A 99 15 42 9A 19 29 42
1788592981.920780,34680,12,9A 99 A3 42 33 33 5B 42 F2 52 4E 42
1788592981.931361,34680,12,66 66 48 42 E1 7A 42 42 3A 34 5A 42
1788592981.942012,34680,12,00 00 EE 42 7B 14 46 42 E4 A5 C1 42
1788592981.952379,34680,12,00 00 93 42 9A 99 97 42 06 01 0B 42
1788592981.968835,34680,12,33 33 03 43 52 B8 88 42 1F 05 31 42
1788592981.979257,34680,12,CD CC BD 42 70 3D FA 41 60 A5 D5 42
1788592981.989691,34680,12,9A 99 C3 42 AE 47 17 42 A8 C6 DD 41
1788592982.000191,34680,12,9A 99 8A 42 0A D7 C7 41 B0 32 8B 42
1788592982.010660,34680,12,CD CC 74 42 29 5C EB 41 31 08 1C 42
1788592982.021034,34680,12,66 66 6E 42 1F 85 C3 41 5C 8F CB 41
1788592982.031411,34680,12,66 66 A5 42 C2 F5 24 42 60 E5 64 42
1788592982.041798,34680,12,9A 99 F9 42 48 E1 D2 41 E8 FB C7 42
1788592982.052262,34680,12,CD CC 15 43 9A 99 B5 41 91 6D 7F 42
1788592982.062793,34680,12,00 80 03 43 1E 85 99 42 2F DD D3 42
1788592982.073267,34680,12,CD CC C3 42 9A 99 21 42 31 48 BE 42
1788592982.083687,34680,12,9A 99 65 42 5C 8F 34 42 98 6E 57 42
1788592982.094125,34680,12,66 66 08 43 CC CC 83 42 06 01 0B 42
1788592982.104710,34680,12,33 33 B3 42 CD CC 52 42 C1 4A 65 42
1788592982.115430,34680,12,66 66 DE 42 CC CC 3A 42 15 6E C3 42
1788592982.126720,34680,12,34 33 E5 42 00 00 8E 42 64 BB 39 42
1788592982.137105,34680,12,9A 99 71 42 B9 1E 75 42 C5 A0 6B 42
1788592982.147602,34680,12,00 00 EB 42 3D 0A 65 42 76 FE C6 42
1788592982.158094,34680,12,66 66 10 43 EC 51 8F 42 A3 30 DB 42
1788592982.168588,34680,12,34 33 0C 43 B8 1E 8E 42 CB 61 B4 42
1788592982.179040,34680,12,9A 19 08 43 E1 7A 60 42 B4 C8 F0 41
1788592982.189917,34680,12,00 00 E4 42 0A D7 57 42 BA 49 E5 42
1788592982.200417,34680,12,CC 4C 15 43 90 C2 F9 41 0E AD 7A 42
1788592982.211015,34680,12,00 00 08 43 5C 8F F2 41 08 6C B0 42
1788592982.253984,34680,12,9A 99 51 42 F6 28 62 42 3B DF 83 42
1788592982.270763,34680,12,9A 99 4B 42 F6 28 90 42 95 C3 DD 42
1788592982.281171,34680,12,CD CC 96 42 48 E1 0E 42 56 8E 23 42
1788592982.292125,34680,12,00 00 86 42 AE 47 81 42 EE 3C EA 42
1788592982.305209,34680,12,CD CC 81 42 8F C2 5F 42 64 3B 6B 42
1788592982.315732,34680,12,00 00 14 43 1E 85 99 42 27 B1 3D 42
1788592982.326176,34680,12,00 00 9D 42 F5 28 50 42 02 EB A6 42
1788592982.336671,34680,12,33 33 FC 42 90 C2 8D 42 F2 12 BF 42
1788592982.347133,34680,12,33 33 5F 42 14 AE 8F 42 1C 5A 5F 42
1788592982.357623,34680,12,9A 99 A1 42 A4 70 9B 42 04 D6 6A 42
1788592982.368060,34680,12,CC CC 14 43 29 5C F7 41 B0 B2 BC 42
1788592982.378529,34680,12,33 B3 01 43 CD CC 22 42 B4 88 91 42
