ts,event,session,payload_len,payload_hex
1787902333.824326,34680,0002,12,00 00 C8 42 00 00 A0 42 00 00 A0 41
1787902338.978769,34680,0003,12,BC FB D1 42 D3 CD 9E 42 00 00 A8 41
1787902352.396702,34680,0005,12,EF DD DB 42 7F 43 9B 42 00 00 B0 41
1787902359.062411,34680,0006,12,51 8D E5 42 28 85 95 42 00 00 B8 41
1787902372.416353,34680,0008,12,1C F1 EE 42 6A CD 8D 42 00 00 C0 41
1787902379.083598,34680,0009,12,4B F1 F7 42 0B 6B 84 42 00 00 C8 41
1787902392.466645,34680,000b,12,6C 3B 00 43 A1 7B 73 42 00 00 D0 41
1787902399.132389,34680,000c,12,FC 35 04 43 64 65 5C 42 00 00 D8 41
1787902412.476930,34680,000e,12,28 DE 07 43 FD 7E 44 42 00 00 E0 41
1787902419.143425,34680,000f,12,96 2A 0B 43 5A BC 2C 42 00 00 E8 41
