ts,event,session,payload_len,payload_hex
1787900396.488888,34680,03b5,12,61 B2 F3 42 4B 16 89 42 00 00 86 42
1787900396.489234,34680,03b6,12,49 75 FC 42 97 F4 7D 42 00 00 88 42
1787900396.490518,34680,03b7,12,02 59 02 43 F2 95 67 42 00 00 8A 42
1787900396.492231,34680,03b8,12,C0 29 06 43 F2 F4 4F 42 00 00 8C 42
1787900396.493605,34680,03b9,12,1C A3 09 43 BF 02 38 42 00 00 8E 42
1787900396.494838,34680,03ba,12,42 BC 0C 43 48 B3 20 42 00 00 90 42
1787900396.496056,34680,03bb,12,26 6D 0F 43 5C F5 0A 42 00 00 92 42
1787900396.497299,34680,03bc,12,F8 AE 11 43 CF 4C EF 41 00 00 94 42
1787900396.498704,34680,03bd,12,EF 7B 13 43 EF 16 CF 41 00 00 96 42
1787900396.499918,34680,03be,12,73 CF 14 43 D4 91 B6 41 00 00 98 42
1787900396.501283,34680,03bf,12,20 A6 15 43 83 B7 A6 41 00 00 9A 42
1787900396.502657,34680,03c0,12,CB FD 15 43 62 2A A0 41 00 00 9C 42
1787900396.503845,34680,03c1,12,97 D5 15 43 E9 2C A3 41 00 00 9E 42
1787900396.505083,34680,03c2,12,EC 2D 15 43 60 A0 AF 41 00 00 A0 42
1787900396.507239,34680,03c3,12,77 08 14 43 B5 05 C5 41 00 00 A2 42
1787900396.508612,34680,03c4,12,1D 68 12 43 32 83 E2 41 00 00 A4 42
1787900396.509963,34680,03c5,12,16 51 10 43 5E 75 03 42 00 00 A6 42
1787900396.511215,34680,03c6,12,B6 C8 0D 43 A4 64 18 42 00 00 A8 42
1787900396.512713,34680,03c7,12,76 D5 0A 43 C6 39 2F 42 00 00 AA 42
1787900396.514029,34680,03c8,12,E1 7E 07 43 BE 0B 47 42 00 00 AC 42
1787900396.515406,34680,03c9,12,6F CD 03 43 E8 E7 5E 42 00 00 AE 42
1787900396.516720,34680,03ca,12,6C 95 FF 42 D6 D9 75 42 00 00 B0 42
1787900396.517969,34680,03cb,12,CE 01 F7 42 EA 7B 85 42 00 00 B2 42
1787900396.519366,34680,03cc,12,F5 F5 ED 42 30 B5 8E 42 00 00 B4 42
1787900396.520601,34680,03cd,12,04 89 E4 42 99 3A 96 42 00 00 B6 42
1787900396.521810,34680,03ce,12,E4 D2 DA 42 7C BF 9B 42 00 00 B8 42
1787900396.523143,34680,03cf,12,CF EC D0 42 4C 0B 9F 42 00 00 BA 42
1787900396.524468,34680,03d0,12,E5 EF C6 42 88 FC 9F 42 00 00 BC 42
1787900396.525684,34680,03d1,12,B4 F5 BC 42 90 89 9E 42 00 00 BE 42
1787900396.527006,34680,03d2,12,C0 17 B3 42 31 C1 9A 42 00 00 C0 42
1787900396.528372,34680,03d3,12,16 6F A9 42 E0 C9 94 42 00 00 C2 42
