ts,event,session,payload_len,payload_hex
1787904320.942731,34680,008a,12,34 33 CC 42 52 B8 12 42 EE 3C EA 42
1787904320.944730,34680,008b,12,66 66 9E 42 85 EB 92 42 3E CA 9F 42
1787904320.955057,34680,008c,12,00 80 08 43 00 00 91 42 CD 0C E9 42
1787904320.965491,34680,008d,12,00 00 D5 42 48 E1 68 42 25 06 C4 42
1787904320.975905,34680,008e,12,66 66 10 43 66 66 9C 42 DF CF 31 42
1787904320.986533,34680,008f,12,00 80 0B 43 3E 0A DB 41 8A C1 CA 42
1787904320.997089,34680,0090,12,00 00 D3 42 C2 F5 C4 41 4C F7 B5 42
1787904321.007513,34680,0091,12,00 00 03 43 33 33 13 42 62 90 36 42
1787904321.018105,34680,0092,12,33 33 5B 42 5C 8F 04 42 C0 4A 02 42
1787904321.028532,34680,0093,12,66 66 4C 42 C2 F5 C4 41 3E 0A 2F 42
1787904321.039160,34680,0094,12,CC 4C 15 43 85 EB 79 42 BE 9F 30 42
1787904321.063829,34680,0095,12,66 66 14 43 9A 99 39 42 29 5C 72 42
1787904321.075649,34680,0096,12,9A 99 9D 42 D7 A3 A8 41 3B 1F CE 42
1787904321.086445,34680,0097,12,CD CC A8 42 0A D7 AF 41 B2 1D 4F 42
1787904321.098504,34680,0098,12,00 00 FE 42 00 00 AC 41 F2 D2 1C 42
1787904321.121109,34680,0099,12,9A 99 BC 42 29 5C 82 42 21 B0 65 42
1787904321.132609,34680,009a,12,33 33 F3 42 29 5C 1B 42 A0 9A 8A 42
1787904321.144664,34680,009b,12,CD CC 98 42 CD CC E0 41 0E AD D2 42
1787904321.156662,34680,009c,12,CC CC CD 42 E1 7A 06 42 BC 74 2D 42
1787904321.167032,34680,009d,12,66 66 DF 42 7B 14 98 42 21 B0 BD 42
1787904321.177715,34680,009e,12,66 66 BD 42 00 00 9D 42 0C 02 B3 41
1787904321.188476,34680,009f,12,33 33 A2 42 70 3D D6 41 C2 F5 36 42
1787904321.198878,34680,00a0,12,CD CC F1 42 7B 14 8F 42 95 43 AC 42
