ts,event,session,payload_len,payload_hex
1787903710.664958,34680,0087,12,05 49 AC 43 FB 66 54 42 00 00 54 42
1787903710.671634,34680,0088,12,66 BA AD 43 3B 71 3C 42 00 00 58 42
1787903710.681984,34680,0089,12,5C A3 AE 43 7F F1 24 42 00 00 5C 42
1787903710.699173,34680,008a,12,AD FE AE 43 7D D7 0E 42 00 00 60 42
1787903710.709879,34680,008b,12,4A CA AE 43 C5 09 F6 41 00 00 64 42
1787903710.720647,34680,008c,12,60 07 AE 43 C9 87 D4 41 00 00 68 42
1787903710.731105,34680,008d,12,52 BA AC 43 1E 7F BA 41 00 00 6C 42
1787903710.741741,34680,008e,12,98 EA AA 43 7E F9 A8 41 00 00 70 42
1787903710.752590,34680,008f,12,9D A2 A8 43 A9 A9 A0 41 00 00 74 42
1787903710.764263,34680,0090,12,80 EF A5 43 7D E4 A1 41 00 00 78 42
1787903710.774616,34680,0091,12,C5 E0 A2 43 6D 9D AC 41 00 00 7C 42
1787903710.785174,34680,0092,12,00 88 9F 43 0F 67 C0 41 00 00 80 42
1787903710.795654,34680,0093,12,70 F8 9B 43 58 77 DC 41 00 00 82 42
1787903710.808242,34680,0094,12,89 46 98 43 04 B0 FF 41 00 00 84 42
1787903710.818649,34680,0095,12,90 87 94 43 B6 54 14 42 00 00 86 42
1787903710.829670,34680,0096,12,0B D1 90 43 CD E0 2A 42 00 00 88 42
1787903710.844362,34680,0097,12,53 38 8D 43 1B 96 42 42 00 00 8A 42
1787903710.854794,34680,0098,12,15 D2 89 43 9B 82 5A 42 00 00 8C 42
1787903710.865259,34680,0099,12,DB B1 86 43 40 B2 71 42 00 00 8E 42
1787903710.875690,34680,009a,12,A1 E9 83 43 25 9C 83 42 00 00 90 42
1787903710.886435,34680,009b,12,64 89 81 43 95 1C 8D 42 00 00 92 42
1787903710.897454,34680,009c,12,9A 3D 7F 43 6F F9 94 42 00 00 94 42
1787903710.913239,34680,009d,12,BF 69 7C 43 71 E2 9A 42 00 00 96 42
1787903710.923777,34680,009e,12,7A A7 7A 43 51 9B 9E 42 00 00 98 42
1787903710.934445,34680,009f,12,EA 00 7A 43 0D FE 9F 42 00 00 9A 42
1787903710.945129,34680,00a0,12,C9 79 7A 43 83 FC 9E 42 00 00 9C 42
1787903710.958722,34680,00a1,12,62 0F 7C 43 F5 A0 9B 42 00 00 9E 42
1787903710.969406,34680,00a2,12,99 B8 7E 43 AC 0D 96 42 00 00 A0 42
1787903710.980442,34680,00a3,12,12 33 81 43 88 7B 8E 42 00 00 A2 42
1787903710.991374,34680,00a4,12,6C 81 83 43 D0 37 85 42 00 00 A4 42
1787903711.003128,34680,00a5,12,1A 3A 86 43 26 42 75 42 00 00 A6 42
1787903711.014068,34680,00a6,12,77 4D 89 43 E0 46 5E 42 00 00 A8 42
1787903711.025265,34680,00a7,12,D6 A9 8C 43 23 68 46 42 00 00 AA 42
1787903711.035770,34680,00a8,12,E0 3B 90 43 A9 99 2E 42 00 00 AC 42
1787903711.046565,34680,00a9,12,11 EF 93 43 6A CE 17 42 00 00 AE 42
1787903711.057220,34680,00aa,12,23 AE 97 43 08 EF 02 42 00 00 B0 42
