ts,event,session,payload_len,payload_hex
1787902057.762106,34680,0011,12,F0 DF 15 43 DC 66 A2 41 00 00 0C 42
1787902057.765676,34680,0012,12,8B FA 15 43 C5 68 A0 41 00 00 10 42
1787902057.817351,34680,0013,12,4F 95 15 43 EB F7 A7 41 00 00 14 42
1787902057.868237,34680,0014,12,40 B1 14 43 2A C7 B8 41 00 00 18 42
1787902057.919023,34680,0015,12,A4 50 13 43 F1 2A D2 41 00 00 1C 42
1787902057.969901,34680,0016,12,02 77 11 43 23 20 F3 41 00 00 20 42
1787902058.020785,34680,0017,12,14 29 0F 43 32 2B 0D 42 00 00 24 42
1787902058.321258,34680,0018,12,C1 6C 0C 43 BD 1E 23 42 00 00 28 42
1787902058.372011,34680,0019,12,07 49 09 43 AC 8A 3A 42 00 00 2C 42
1787902058.423459,34680,001a,12,EE C5 05 43 FA 7F 52 42 00 00 30 42
1787902058.474438,34680,001b,12,72 EC 01 43 1A 0A 6A 42 00 00 34 42
1787902058.524888,34680,001c,12,D5 8C FB 42 6C 1C 80 42 00 00 38 42
1787902058.575809,34680,001d,12,EC BC F2 42 E2 14 8A 42 00 00 3C 42
1787902058.627057,34680,001e,12,B3 7F E9 42 B1 88 92 42 00 00 40 42
1787902058.927596,34680,001f,12,C8 EC DF 42 95 21 99 42 00 00 44 42
1787902058.978238,34680,0020,12,AC 1C D6 42 37 9C 9D 42 00 00 48 42
1787902059.028706,34680,0021,12,76 28 CC 42 E3 CA 9F 42 00 00 4C 42
1787902059.079490,34680,0022,12,9F 29 C2 42 52 97 9F 42 00 00 50 42
1787902059.130005,34680,0023,12,B6 39 B8 42 93 03 9D 42 00 00 54 42
1787902059.180831,34680,0024,12,25 72 AE 42 F2 29 98 42 00 00 58 42
1787902059.231390,34680,0025,12,F3 EB A4 42 F0 3B 91 42 00 00 5C 42
1787902059.536707,34680,0026,12,79 BF 9B 42 46 80 88 42 00 00 60 42
1787902059.587856,34680,0027,12,32 04 93 42 2C A0 7C 42 00 00 64 42
1787902059.638709,34680,0028,12,70 D0 8A 42 B4 26 66 42 00 00 68 42
1787902059.689200,34680,0029,12,2F 39 83 42 81 79 4E 42 00 00 6C 42
1787902059.740157,34680,002a,12,B6 A3 78 42 3D 8A 36 42 00 00 70 42
1787902059.790884,34680,002b,12,37 58 6C 42 2B 4D 1F 42 00 00 74 42
1787902059.843966,34680,002c,12,50 AF 61 42 70 AF 09 42 00 00 78 42
1787902060.144593,34680,002d,12,4D C4 58 42 6C 1B ED 41 00 00 7C 42
1787902060.195427,34680,002e,12,F9 AD 51 42 70 56 CD 41 00 00 80 42
1787902060.245919,34680,002f,12,75 7E 4C 42 28 54 B5 41 00 00 82 42
1787902060.296661,34680,0030,12,06 43 49 42 9D 09 A6 41 00 00 84 42
1787902060.347266,34680,0031,12,ED 03 48 42 DC 12 A0 41 00 00 86 42
1787902060.404563,34680,0032,12,5F C4 48 42 C8 AC A3 41 00 00 88 42
1787902060.456002,34680,0033,12,6E 82 4B 42 9E B2 B0 41 00 00 8A 42
1787902060.756504,34680,0034,12,14 37 50 42 72 9F C6 41 00 00 8C 42
1787902060.807291,34680,0035,12,49 D6 56 42 83 93 E4 41 00 00 8E 42
1787902060.857996,34680,0036,12,21 4F 5F 42 94 AE 04 42 00 00 90 42
1787902060.909100,34680,0037,12,E9 8B 69 42 6C C2 19 42 00 00 92 42
1787902060.959875,34680,0038,12,76 72 75 42 31 AE 30 42 00 00 94 42
1787902061.010611,34680,0039,12,2B 72 81 42 F5 87 48 42 00 00 96 42
1787902061.061215,34680,003a,12,92 DF 88 42 4E 5C 60 42 00 00 98 42
1787902061.361912,34680,003b,12,75 EE 90 42 0E 38 77 42 00 00 9A 42
1787902061.412525,34680,003c,12,30 8A 99 42 EF 18 86 42 00 00 9C 42
1787902061.463137,34680,003d,12,C2 9C A2 42 D8 39 8F 42 00 00 9E 42
1787902061.513774,34680,003e,12,F7 0E AC 42 99 A1 96 42 00 00 A0 42
1787902061.564959,34680,003f,12,A3 C8 B5 42 9C 04 9C 42 00 00 A2 42
1787902061.615867,34680,0040,12,EB B0 BF 42 EA 2B 9F 42 00 00 A4 42
1787902061.666331,34680,0041,12,71 AE C9 42 51 F7 9F 42 00 00 A6 42
1787902061.967255,34680,0042,12,AA A7 D3 42 B5 5E 9E 42 00 00 A8 42
1787902062.017992,34680,0043,12,12 83 DD 42 62 72 9A 42 00 00 AA 42
1787902062.069237,34680,0044,12,75 27 E7 42 61 5A 94 42 00 00 AC 42
1787902062.119779,34680,0045,12,2A 7C F0 42 E1 54 8C 42 00 00 AE 42
1787902062.170342,34680,0046,12,4E 69 F9 42 C5 B3 82 42 00 00 B0 42
1787902062.222816,34680,0047,12,08 EC 00 43 A0 B2 6F 42 00 00 B2 42
1787902062.273360,34680,0048,12,6E D9 04 43 91 68 58 42 00 00 B4 42
1787902062.579907,34680,0049,12,CE 72 08 43 0B 77 40 42 00 00 B6 42
1787902062.630509,34680,004a,12,F4 AE 0B 43 65 D2 28 42 00 00 B8 42
1787902062.681412,34680,004b,12,97 85 0E 43 F9 6B 12 42 00 00 BA 42
1787902062.731904,34680,004c,12,77 EF 10 43 BC 50 FC 41 00 00 BC 42
1787902062.782529,34680,004d,12,66 E6 12 43 C6 AC D9 41 00 00 BE 42
1787902062.833175,34680,004e,12,5F 65 14 43 9B 4D BE 41 00 00 C0 42
1787902062.883872,34680,004f,12,8E 68 15 43 90 4A AB 41 00 00 C2 42
1787902063.184684,34680,0050,12,5B ED 15 43 BA 65 A1 41 00 00 C4 42
